Index,Date,News
23,2/23/2018,"['Dai and Jack’s Week in Tech: Don’t Trust the Internet', 'DealBook Briefing: Dropbox Files to Go Public', 'Organizing Pictures With Words', 'Anbang Takeover Sends Blunt Message: China Wants to Fix Its Debt Problem', 'Defying N.R.A., Florida Lawmakers Back Raising Age Limits on Assault Rifles', 'California Today: Health Care Proves Divisive Among Democrats', 'The #MeToo Moment: Navigating Sex in the ‘Gray Zone’', 'A New Tax Scam, and Tips on How to Deal With It', 'The (Long) List of Financial Documents You Should Keep', 'Walmart Aims for Affluent Customers With Online Mattress Brand', 'As Economy Grows, Federal Reserve Frets Next Downturn', 'Beijing Takes Over Anbang, Insurer That Owns Waldorf Astoria', 'Why Markets Have Gotten So Jumpy ', 'Review: How Corporate America Won Its Civil Rights', 'Dropbox Files for I.P.O., and Other ‘Unicorns’ Are Watching', 'On Execution Day, Three Killers in Different States Meet Different Fates', 'U.S. Blocks a Chinese Deal Amid Rising Tensions Over Technology', 'Is America a ‘Nation of Immigrants’? Immigration Agency Says No', 'As Conservatives Gather, Anger at the News Media Runs Deep', 'Chief of Leading Investment Firm Steps Aside After Client Complaints', 'Tipster’s Warning to F.B.I. on Florida Shooting Suspect: ‘I Know He’s Going to Explode’', 'Lowest Ever Black Jobless Rate Is Still Twice That of Whites', 'Chinese Auto Magnate Buys $9 Billion Stake in Daimler', 'Citi to Refund $330 Million to Credit Card Customers It Overcharged', 'Top Chinese Official Plans U.S. Trip to Address Trade Friction', 'Experts Doubt Trump’s Infrastructure Plan Will Boost Economy', '‘Teachers Are Educators, Not Security Guards’: Educators Respond to Trump Proposal', 'For Executives, Addiction Recovery in the Lap of Luxury', 'Takata Reaches Settlement With States Over Airbags', 'Life on an Island: Silence, Beauty and a Long Wait for the Ferry', 'Trump on His Hair: ‘I Try Like Hell to Hide That Bald Spot, Folks’', 'States Mull ‘Red Flag’ Gun Seizures from People Deemed Dangerous', 'What Is Anbang? A Primer on China’s Fallen Deal Maker', ""Get to Know the New Tax Code While Filling Out This Year's 1040"", 'F.B.I. Transcript']"
24,2/24/2018,"['Facebook and Google Struggle to Squelch ‘Crisis Actor’ Posts', 'A Postcard View of African-American Life', 'A List of the Companies Cutting Ties With the N.R.A.', 'Indicted Missouri Governor Resists Pressure to Resign', 'Companies Cut Ties to the N.R.A., but Find There Is No Neutral Ground', 'After a Massacre, a Question of One More Death: The Gunman’s', 'Buffett’s Annual Letter: Berkshire Records $29 Billion Gain From Tax Law', 'Left to Louisiana’s Tides, a Village Fights for Time', 'Democratic Rebuttal of G.O.P. Memo', 'Insects Feast on Louisiana Wetlands, Inviting the Gulf In', 'Fortified but Still in Peril, New Orleans Braces for Its Future']"
25,2/25/2018,"['Under Pressure, Florida Sheriff Defends ‘Amazing Leadership’', 'In Blow to Dianne Feinstein, California Democrats Won’t Endorse Senate Run', 'C.D.C. Employee Is Missing Nearly Two Weeks After Leaving Work Sick', 'Behind a Key Anti-Labor Case, a Web of Conservative Donors', 'Women in Cryptocurrencies Push Back Against ‘Blockchain Bros’', 'How Companies Scour Our Digital Lives for Clues to Our Health', 'After Parkland, a Flood of New Threats, Tips and False Alarms', 'CPAC Official Says Michael Steele Was Chosen to Lead G.O.P. Because He’s ‘a Black Guy’', 'Outspoken and Precocious, Florida Students Struggle With Loss When the Cameras Turn Off', 'Hulu Puts Up a Fight Against Netflix, Amazon and Apple']"
26,2/26/2018,"['Lower Oil Prices Force Saudis to Widen Their Circle of Friends', 'Sheriff’s Deputy Defends Actions in Florida Shooting, Denying He Was a ‘Coward’', 'U.P.S. Seeks More Than $2 Billion in Damages Over TNT Bid', 'Trump Trade Sanctions Aimed at China Could Ensnare Canada', 'Trump’s Tax Cuts in Hand, Companies Spend More on Themselves Than on Wages', 'Maddy Wilford, Shot 3 Times in Parkland, Is ‘So Grateful to Be Here’', 'California Today: 4 Takeaways From the State’s Democratic Convention', 'Wooing Millennials With Exotic Experiences That Aren’t Too Costly', '4 Dead After Tornadoes and Floods Rip Through Central and Southern States', 'Will Buffett’s Bet on Apple Work Out?: DealBook Briefing', 'Peter Navarro, a Top Trade Skeptic, Is Ascendant', 'Nafta Talks, and Powell’s First Testimony as Fed Chairman', 'After Anbang Takeover, China’s Deal Money, Already Ebbing, Could Slow Further', 'Weinstein Co. Will File for Bankruptcy After Deal Talks Collapse', 'Florida Students Return, Gingerly, to Their Scarred High School', 'Ivanka Trump Calls Question About Father’s Sexual Misconduct ‘Inappropriate’', 'You Might Be Giving Gun Companies Money, Even if You Don’t Own a Gun', 'Coal Country Divides Over an Unrepentant Boss’s Senate Bid', 'Contractors Are Leaving Puerto Rico, Where Many Still Lack Power', 'Lines Out the Door and Strong Sales at Tampa Gun Show', 'Wireless (or Wired) Chromebook Printing', 'Arizona Republicans Inject Schools of Conservative Thought Into State Universities']"
27,2/27/2018,"['Report Shows Slight Progress for Hollywood on Diversity', 'Italy Is Having an Election. Most Italians Are Too Depressed to Care.', 'Georgia Republicans Vow to Kill Airline Tax-Cut Bill After Delta Ends N.R.A. Discount', 'Amazon Buys Ring, Maker of Smart Home Products', 'Stacey Dash, Actress From ‘Clueless,’ Is Running for Congress in California', 'Labor Board’s Do-Over Leaves an Obama-Era Rule Intact', 'How to Monitor Cellular Data Use for Apps', 'Comcast Leaves Fox With Few Good Options: DealBook Briefing', 'What Are States Doing About Gun Violence After the Florida Shooting?', 'Paychecks Are Getting Bigger. Don’t Get Too Used to It.', 'Comcast’s Bid to Spoil the Disney-Fox Party', 'Billy Graham Warned Against Embracing a President. His Son Has Gone Another Way.', 'Big and Small, N.R.A. Boycott Efforts Come Together in Gun Debate', 'California Today: Some Central Valley Crops Imperiled by Cold', 'A Homeless Camp in Our Back Yard? Please, a University Says', 'The Sublime and Scary Future of Cameras With A.I. Brains', 'Anti-Semitic Incidents Surged 57 Percent in 2017, Report Finds', 'Fed Chair Powell Indicates He’ll Keep Bolstering Growth in Public Debut', 'A Governor Is Charged With ‘Invasion of Privacy,’ but What Does That Mean?', 'How a Deal to Sell the Weinstein Company Fell Apart', 'California Scraps Safety Driver Rules for Self-Driving Cars', 'How Craft Breweries Are Helping to Revive Local Economies', 'Comcast Seeks Control of Broadcaster Sky, Countering Murdoch and Disney', 'Recent Commercial Real Estate Transactions']"
28,2/28/2018,"['Scared but Resilient, Stoneman Douglas Students Return to Class', 'A Gun-Owning Trump Fan’s New Crusade: Clean Energy', 'Where Pedestrian Deaths Are Up, Is Marijuana to Blame?', 'Paul Allen Wants to Teach Machines Common Sense', 'Immigration Agency Rails Against Oakland Mayor’s Warning of Raids', 'West Virginia Teachers’ Strike Ends With a Promise to Raise Pay', 'California Today: Should Bail Be Set Above What Defendants Can Pay?', 'Gun Control Bills, Including Program to Arm Teachers, Race Through Florida Legislature', 'By Day, a Sunny Smile for Disney Visitors. By Night, an Uneasy Sleep in a Car.', 'In N.R.A. Fight, Delta Finds There Is No Neutral Ground', 'House Passes Online Sex-Trafficking Bill After Big Tech Companies Back Off', 'Walmart and Dick’s Raise Minimum Age for Gun Buyers to 21', 'Steve Wynn Is Accused of Rape and Coercion in Police Reports', 'Spotify Files to Go Public on the New York Stock Exchange', 'A Young Poet’s Inspiration', 'Dutch Supermarket Introduces Plastic-Free Aisle', 'Readers React to Dick’s Sporting Goods’ Decision on Assault-Style Rifles', 'Should You Get a Cheaper Phone? Be Sure to Look Into the Camera', 'You Dumped Facebook. So Why Does It Keep Sending You Emails?', 'Spotify Is Getting Paid to Save the Music Industry: DealBook Briefing', 'A Coda to Black History Month', 'How Low Can Unemployment Really Go? Economists Have No Idea', 'Judge Orders Tarps Removed From Confederate Statues in Charlottesville', 'Georgia Teacher Fired Gun While Barricaded in Classroom, Police Say', 'Mexico Has Its Spyware. A Reporter Has a Few Phones to Juggle.', 'Flying Taxis May Be Years Away, but the Groundwork Is Accelerating', 'Sinclair Deal With Tribune Hits Complications in Washington', 'With AR-15s, Mass Shooters Attack With the Rifle Firepower Typically Used by Infantry Troops']"
29,3/1/2018,"['Georgia Passes Bill That Stings Delta Over N.R.A. Position', 'Trump Management Style, Year 2: See Year 1', 'Wells Fargo Accused of Harming Fraud Victims by Closing Accounts', 'Kroger Raises Age Limits on Gun Sales, Joining Walmart and Dick’s', 'Stocks Drop as Trump’s Tariffs Rattle Markets', 'Deal for Weinstein Co., Seemingly Dead, Is Reached', 'Widow of Pulse Nightclub Killer Goes on Trial, a Challenge for Prosecutors', 'Ackman Ends His 5-Year Fight With Herbalife', 'Kushner’s Family Business Received Loans After White House Meetings', 'Subpoenas Signal S.E.C. Crackdown on Initial Coin Offerings', 'Spurned by U.S. and Facing Danger Back Home, Iranian Christians Fear the Worst', 'How to Get Your Tweet Fix Now That Twitter’s Mac App Is Dead', 'Trump to Impose Sweeping Steel and Aluminum Tariffs', 'China Envoy Seeks to Defuse Tensions With U.S. as a Trade War Brews', 'Bit by Bit, Whole Foods Gets an Amazon Touch', 'Exxon Mobil Scraps a Russian Deal, Stymied by Sanctions', 'Will Investors Shrug Off Trump’s Tariffs?: DealBook Briefing', 'Who Is Libby Schaaf, the Oakland Mayor Who Warned of Immigration Raids?', 'Trump Is ‘Losing a Limb’ With the Departure of Hope Hicks', 'California Today: Democrats Fault Governor on Homelessness Crisis', 'Facebook Lets Ads Bare a Man’s Chest. A Woman’s Back Is Another Matter. ', 'Is Bitcoin a Waste of Electricity, or Something Worse?', 'China’s Parliament Is a Growing Billionaires’ Club', '‘I Live Paycheck to Paycheck’: A West Virginia Teacher Explains Why She’s on Strike', 'Walmart to Raise Age to Buy Guns and Ammunition to 21', 'President of TLC Is Picked to Lead the Discovery Channel', 'Facebook to End News Feed Experiment in 6 Countries That Magnified Fake News']"
30,3/2/2018,"['Anatomy of a School Lockdown: A Threat, Then the Anxious Wait', 'E.U. Leader Threatens to Retaliate With Tariffs on Bourbon and Bluejeans', 'House Race in Pennsylvania May Turn on Trump Voters’ Regrets', 'Trump Calls Trade Wars ‘Good’ and ‘Easy to Win’', 'Would a Broadcom-Qualcomm Deal Really Shift the 5G race?: DealBook Briefing', 'Nor’easter Live Updates: At Least 5 Die as Storm Topples Trees and Strands Travelers', 'Tools to Keep Your Children in Line When They’re Online', '‘Our Values Are Not for Sale,’ Says Delta C.E.O. as Airline Considers Ending Divisive Discounts', 'California Today: Preparing for What Could Be an Unpredictable Oscars', 'Gun Control Debate Sweeps Up an Outdoor Brand’s Other Products', 'Why It May Be Impossible to Measure the Impact of Stores Limiting Gun Sales', 'Why Driving Fewer Miles May Not Lead to Lower Auto Premiums', 'Two Fatally Shot on Central Michigan University Campus', 'China’s Biggest Deal Maker Spent Billions. Now the Bill Comes Due.', 'West Virginia Teacher Strike Enters Its Seventh Day', 'Suit Calls Navy Board Biased Against Veterans With PTSD', 'Four Directors Will Leave Wells Fargo’s Board', 'As in Life, Billy Graham Draws a Huge Crowd as Thousands Pay Their Final Respects', 'China Presses Its Internet Censorship Efforts Across the Globe', 'Farhad’s Week in Tech: Spotify’s Tough Road, and Our Pile of Reader Feedback', 'Trump Steel Tariffs: How They May Threaten Allies and Economic Growth', 'At Art Fairs, Keep an Open Mind, but Watch the Wallet', 'Wall St., Rattled by Fears of Trade War, Has Rocky Open Before Gaining Ground', 'Ford Bet on Aluminum Trucks, but Is Still Looking for Payoff', 'Why It’s So Hard to Invest With a Social Conscience', 'How to Buy a Gun in 16 Countries']"
31,3/3/2018,"['‘All-In or Nothing’: West Virginia’s Teacher Strike Was Months in the Making', 'How College Campuses Are Trying to Tap Students’ Voting Power', 'YouTube Cracks Down on Far-Right Videos as Conspiracy Theories Spread', 'Will Trump’s Trade Policy Fit Into a Can of Beer?', 'Trump’s Steel Tariffs Raise Fears of a Damaging Trade War', 'Trump’s Tariff Plan Leaves Blue-Collar Winners and Losers', 'Trump’s Tariffs Prompt Global Threats of Retaliation', 'Charles Wilson, Top Brain Surgeon and Researcher, Dies at 88', '5G Cell Service Is Coming. Who Decides Where It Goes?', 'When Hollywood Is Our Mirror', 'Beijing’s Initial Reaction to Metals Tariffs? Cautious', 'Central Michigan University Gunman Was Acting Oddly Before Shooting, Police Say']"
32,3/4/2018,"['Virtual Currency Offerings May Hit a New Peak with Telegram Coin Sale', 'Even Popular Gun Law Proposals Have a Tough Road in Florida', 'Threat of Shootings Turns School Security Into a Growth Industry', 'Trump Advisers Fervently Defend Tariffs (Unless They Change, That Is)', 'Did Melania Trump Merit an ‘Einstein Visa’? Probably, Immigration Lawyers Say', 'Have a Drink on Us. And Tell Your Friends.', 'Silicon Valley Is Over, Says Silicon Valley', 'China’s Women-Only Subway Cars, Where Men Rush In', 'Days After Powerful Storm, Hundreds of Thousands Remain Without Power', 'School Officer: A Job With Many Roles and One Big Responsibility']"
33,3/5/2018,"['Google to Sell Zagat to The Infatuation, an Upstart Review Site', 'Ryan Criticizes Tariff Plan as Trump Issues Nafta Threat', 'Catering to ‘Last Chance’ Travelers Who Seek Disappearing Marvels', 'Here Come the Fake Videos, Too', 'Dorm Living for Professionals Comes to San Francisco', 'Nafta Talks, China Congress and the February Jobs Report', 'Trump Administration Stalls Largest Tech Merger in New Sign of Protectionism', 'Big Wall Street Banks See Chance to Weaken Post-Crisis Rule', 'Philando Castile Charity Pays Off Lunch Debt for Hundreds of Students', 'Fed Considers ‘Material Changes’ to Volcker Rule: DealBook Briefing', 'Puerto Rico’s Positive Business Slogans Can’t Keep the Lights On', 'California Today: An Oscars Roundup You Can Read in 3 Minutes', 'Cfius, Powerful and Unseen, Is a Gatekeeper on Major Deals', 'A Famed Doctor, a Troubled Prosecutor and a Case That Went Untried', 'Martin Shkreli’s Wu-Tang Album Could Be Seized by Government', 'United Airlines Pauses Lottery for Bonuses After Employees Rebel Online', '7 Times in History When Students Turned to Activism', 'Taking Stock of Your Belongings for the Future', 'Oscars Ratings Hit Record Low', 'When to Report a Cyberattack? For Companies, That’s Still a Dilemma', 'Bumble Dating App Bans Gun Images After Mass Shootings', 'S.E.C.’s New Cybersecurity Guidance Won’t Spur More Disclosures']"
34,3/6/2018,"['Kansas Man Pleads Guilty to Indian Immigrant’s Murder', 'Who Should Be Armed in Florida Schools? Not Teachers, Lawmakers Say. But Maybe Librarians.', 'Nordstrom Family’s Bid to Buy the Retailer Is Rejected', 'Your Data Is Crucial to a Robotic Age. Shouldn’t You Be Paid for It?', 'Kobe Steel’s Chief to Step Down as It Discloses Wider Quality Problems', 'Review: ‘The Big Picture’ Chronicles a Changing Entertainment Industry', 'Planned Sale of the Weinstein Company Collapses Again', 'California Today: The East L.A. Walkouts, 50 Years Later', 'Fighting Poverty, Drugs and Even Violence, All on a Teacher’s Salary', 'West Virginia Raises Teachers’ Pay to End Statewide Strike', 'Washington Governor Signs First State Net Neutrality Bill', 'U.S. Calls Broadcom’s Bid for Qualcomm a National Security Risk', 'OpenTable Says Employee Used Rival Service to Book Hundreds of Fake Restaurant Reservations', 'Ben Carson Is Asked to Acknowledge Wife’s Role in HUD Office Renovation', 'Wrestling With Auto-Correct', 'Will the Market’s Gains Follow Cohn Out the Door?: DealBook Briefing', 'New Foils for the Right: Google and Facebook', 'Porsche Positions Itself Against Tesla, on the Road and Beside It', 'Google Researchers Are Learning How Machines Learn', 'Most Americans See Artificial Intelligence as a Threat to Jobs (Just Not Theirs)', 'Recent Commercial Real Estate Transactions', 'Megan Barry, Nashville Mayor, Pleads Guilty to Theft and Agrees to Resign', 'An Oregon Mill Town Learns to Love Facebook and Apple', 'Big Investors Have Clout. They Can Use It With Gun Makers.', 'The Power of Tower Records', 'Uber’s Self-Driving Trucks Hit the Highway, but Not Local Roads', 'The U.S. Wants to Take On China With Trade. The Rest of the World Will Be Caught in the Middle.']"
